ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
A,2000-07-25,49.06,49.5,44.75,44.75,6534900.0,0.0,1.0,31.667385255086103,31.95139767889853,28.885354467287055,28.885354467287055,6534900.0
A,2000-07-26,45.94,46.63,42.81,43.0,8144000.0,0.0,1.0,29.65688251595667,30.102316754877226,27.636289519114175,27.758945324034325,8144000.0
A,2000-07-27,44.25,44.94,40.38,40.75,7045500.0,0.0,1.0,28.560691218443846,29.0060443696467,26.062840935610453,26.30165349495111,7045500.0
A,2000-07-28,41.75,41.88,39.5,41.25,6879100.0,0.0,1.0,26.94822940998339,27.03214006443364,25.49592962142141,26.62549612363628,6879100.0
A,2000-07-31,41.06,42.19,40.13,40.75,5760500.0,0.0,1.0,26.501739693317614,27.231086158330978,25.901481098218117,26.30165349495111,5760500.0
A,2000-08-01,40.69,41.19,39.5,40.5,4242500.0,0.0,1.0,26.26236302293731,26.585075765907785,25.49430669466758,26.139732180608533,4242500.0
A,2000-08-02,40.13,41.19,39.5,40.13,4827500.0,0.0,1.0,25.906825963050608,26.59113285367691,25.50011526390478,25.906825963050608,4827500.0
A,2000-08-03,39.13,41.0,38.56,41.0,6146000.0,0.0,1.0,25.256577616772258,26.4635748092937,24.888669381618662,26.4635748092937,6146000.0
A,2000-08-04,40.5,41.44,39.63,40.06,3685600.0,0.0,1.0,26.142143303525003,26.748899222174717,25.580571336264097,25.85812989479535,3685600.0
A,2000-08-07,40.63,41.25,38.94,39.75,3977700.0,0.0,1.0,26.229101056974162,26.629348230376177,25.13810472947511,25.661008294726134,3977700.0
